Amis,English
zemiyananga sa patalavanga tiamadju ta sisenayan,Dancing and singing their songs
masenasenayanga ta sicuayan a nu masudjusudju a matuvakan,The same way we did before.
sa kincengeljanga tiamdju izua - -,We'll all have lunch at the woman's house.
kincengeljanga tiamadju tazua kicengeljanga,They're eating Chinese food.
minqutanga a qivu a tiamadju a mamazangiljan a qivu a pazekazekatj ta ikacauan a niamen a sengsengan tjaucikel ta kinljang niamadju,One of the chiefs will come forth and tell what he knows of their mission in the world.
pidanga zikang tucu pacengcenganga,How much time is left? Is it enough?
sa namatazua a niaken a kinljanga ljakua izua namarauraw timunanga pazulju a ramaljemaljeng nu izua pasaliw,"This is what I know, but if there is anything missing, it's up to you elders to add or fix it."
maljimalji,"Thank you, sir."
aku kedri aravac,Why is it so short?
aza kasauni a su qivu kasauni aza aya sun anema zua a pacugan,What is the meaning of the soup dumplings you just mentioned?
azua nupakivalanga itjen nu paka anga nu maka purpuranga ta imaza ta mamazangiljan ta kiljivaravaran ta levalevan ta pucekelj,That's what you bring when you go to the bride's house to propose.
pakivalanga a vavayan ta sauqaljay,When the man goes to the woman to propose marriage
sevaljenanga na vavayan sa temuqulje tu vacaqan,The man carries the woman.
pasazuain lja pakani,Take it to the other side.
marakac sa maviljivilji lja a ma ayaya ta niamadju sudju sa vavayan,Sang-sang pulled each other down so that the men wouldn't rob them.
nu su nu pavay ta paisu timadju iyavavaw iljayanga sanu vavayan,"If you give money to Sungan, you can go one step further. Otherwise, you won't let him go through."
paqulipenanga a pucekel,It's gonna get the wedding canceled.
maguaguat aken,I'm in the sandbox.
aicu a sipucekelj ta aicu matu sisan pazangal ta savavayan aya tjen,This type of wedding shows the importance of the woman
ini a puquzipan kimitalj sa vavayan a mapuljat tiamadju,This tradition won't be abolished and it won't be just one thing.
pai maqacuvung timadju tja alapenanga timitja a sauqaljay pasetarev a pasa uqaljay,When a girl comes of age. They marry them.
azua ta sini pazangal ta vavayan ta pini temavang a pinu aljakan taza vavayan,So it's a matter of the man valuing the life and education that the woman's parents give to the girl.
a sipazangal a timitja a paiwan a vavayan kata uqaljay,We Paiwan are the people who value equality between men and women.
liavanga ta pinapucekel a papuzangl ta vavayan,There are a lot of marriages that are very much on the woman's side
lja pina puvaljavaljaw ta sanpazangal ta sangasan a vavayan askam,So it's not too much to ask for the woman to host the dinner first.
pinidian pinacemasan a na temavang taza nama,God created man but gave woman the difficult task of pregnancy and childbirth.
pazangal a na paquzip ta puvaljaw ta papukudra ti madju a pinaquzipan,It was hard to raise her.
ui a sisan pazangal ta vavayan tucu pinadrinpa timadju ta vavayan tucu a ramaljeng sisan pazangal ta vavayan,"That's why girls are valued as much as Rurouni, and nowadays the elders also value women very much."
nu mayatucu ki pulaw kilivuananga ta ramaljemaljeng a timitja a uqaljay,"Nowadays, when men get drunk. They fight with their elders."
pitja vililjanga a puvaljaw savavayan sakamaya,It's very late. It used to be only the woman's party.
na ljetekuanga imaza i qinaljan,Did you come down to live with the current tribe?
ui a patagilj ui,"Yes. And this is just the beginning of the man's feast?    Yes, it is."
isangasanga uqaljay a pilalatju pazangalanga ta uqaljay a tiamadju,Begin to learn to value men over men and have the man invite the guests first.
a sikamatimalji na qaqetitan katua mamazangiljan,The difference between commoners and nobles is ....
avan za nimadju a sazuain a kinacu na sauqaljay a tarev,Depends on what the man brings to the wedding.
a zuma maraing a su picul ta zuma kacuin ki vavui ki ama su kacuin,"The rest is up to you. You can take whatever you want, like a mountain pig or whatever."
maraing a su kacuin a nemanga a rami a zuma a kacuin,Bring as many gifts as you like.
nu izua puvaru izua saviki izua veljevalj aya izua tevus,If you're so inclined. You can bring betel nut. Bananas. Bladders. Sugar cane.
izua kasiv a ljipaljipaqen a ljinaljeng,There's also stacks of wood.
emarang ta paliuleng paliuleng taza ljipaljipaqen na pacunanga su ta mamazangiljan a ljpaljipaqen a djinumulj a kasiv sa pinizuavan ta pinarayan,Build high timber stacks with timber and place flags at the top.
pacunan manu ljivavavavaw aza italadj aya tjen,I see something rising inside the urn.
cevulj sa cemararaq avananga a masan caucauanga ljazua,"A wisp of smoke and an urn also appeared with the cracking of the fog, but it was actually a human form."
qau tucu izuanan sa tjelu a si,Is it still customary to give these three treasures?
sa zazumanga makiuvadanga anemanga,Other properties have been reduced.
qau masalu tjanusu a sini pasemalaw tjanuamen masalu,Thank you for telling us the story. Thank you.
ui maljimalji aravac yu nuizua pasaliw pazekatjananga ken yu,"Okay, thank you very much. I'm sorry if I'm wrong."
aicu nu uri pasemalav aʼen tu emuda siudaudan tu emuda cemacavu,I'm going to talk about the rules of wearing footwear and how to wear them.
timun a mare a edrian inia mun a saigu anga a cemacavu a timu a tjaivilivililj,You youngsters nowadays don't even know how to put on footwear.
sa pai matucu,That's it.
ainu a su ula tailj,Where's your other foot?
maitucu,That's it.
acacaicu a imaza tucu,Here's this.
a inayan ta a cini a maru cinipiljan tucaicu,Like this one with the creases.
tja pimazain i veceʼadan,In the center.
sa tja aitucu i a sa,And then this.
a sa tja vengetji a seman nangeangeaq a mayticu pai,Then tie it off like this.
avananga tailj,Change the other one.
maitucu,Here's the deal.
puʼaʼudan a cemacavu,There are rules about wearing footwear.
inia tjen a picemacavu a penaqetelengan,We can't just put on footwear.
nu cemacavu i tjen,If you're wearing footwear.
maitucu a cemacavu,This is how you put on the footwear.
ulja mun a emeljang,I hope you know.
pasavililju pai,Turn back.
qantji,Look.
nu aicu nu cemacavu tjen,If we're going to wear footwear.
aicu a imaza inuzeuzan aya itjen ta namaitucu,This is what we call an embroidered glass bead.
tjara imaza i ljaving,Put it on both sides.
inia tjimaza i veceʼadan,Not in the middle.
cacaicu a vinciʼan a qataqta,This one has embroidered glass beads.
aicu a cavavu,This foot cover.
sa aicu inuzeuzan aya itjen ta namaitucu,These are the so-called embroidered glass beads.
sa tja pimazain i ljaving a qataqata,The part with the embroidered glass beads should be put on the side.
inia tjimaza i veceʼadan a qinataqata,You can't put embroidered glass beads in the middle.
maitucu a ʼaʼudan ta cemacavu,It's a code for footwear.
sa aza mazazangiljan nu cemacavu namaitucu a inuzeuzan a sicacavu,The head should wear a foot cover with embroidered glass beads.
sa avan anga mavavua pai,Next we'll talk about going to the field.
sa tiamen a sicuayan,We were.
nu mavavua men auta,If we're going to the fields.
e e namaitucu a a nia sicacavu a neʼa lja vecie auta,That's the kind of thing we're gonna wear without a pattern.
na sicuayan,previously
maitucu amen,That's what we are.
aza ya izua kasuy a sicuayan,Because I didn't have any pants.
maitucu amen a cemacavu a sicuayan,That's how you wear it in the field.
pai avan cu a namaitucu a nia sisavavuavua sicuayan,This is how we used to wear it when we went to the fields.
nu vaik amen a mavavua,If we're going to the fields.
aza ya izua kasui na sicuayan namaitucu a sicacavu,I used to have to wear this kind of footwear because I didn't have pants.
sa nu cemacavu amen,If we wear footwear.
maitucu amen,That's what we are.
sa nia vengetji a maitucu ta qadjay,That's how we're tied up.
nu vaik amen a mavavua,If we're going to the fields.
aza sivengetje a maitucu niamen a sicuayan,That's why we used to tie them up like this.
nu pacaciʼeciʼel amen i avuavuan,If we're walking in a field.
inia sekelai cacaicu a nia cacavu nu i avuavuan amen,We're in the field so the footlocker doesn't get hooked.
sa inia tjen a cemacavu ta aicu a vineciʼan a inuzeuzan,That's why we can't wear leggings with embroidered glass beads.
namaitucu a qacengecengel a nia si,We all wear black ones like this.
izua cemacavu ta kemeziyung,They also wear blue footwear.
izua cemacavu ta kuntuan,You may have to wear other fabric footwear.
sa namaitucu a nia cacavu nu vaik amen a sema vavua,That's why we wear these footwear when we go to the fields.
nia vinengetj a pimaza i teku,We're gonna tie the hem.
avan azua inia sekelai ta rugus,You won't get caught in the branches.
inia sekelai ta nanemaneman anga nu pacaciʼeciʼel amen i avuavuan,We can walk through the fields without getting hooked on anything.
maljia mangetjez amen,Even if we get there.
nu mangetjez amen auta qenetji namaitucu a nia cinacavuan,"Even when we get there, you'll see that we're wearing footwear."
nu vaik amen a sema vavua,If we go to the field.
sa aza sisaunian a nia sinicacavu,We'll just wear the footwear I just mentioned.
avan azua vinciaʼn,It's the patterned kind.
ljaʼua avan a mazazangiljan a cemacavu ta inuzeuzan a sicuayan,"In the old days, only the chiefs were allowed to wear leggings with embroidered glass beads."
aza tjaljaljalja a sicuayan namaitucu a qacengecengel auta saʼamaya a sicacavu,"The average civilian can only wear black, veiled leggings."
sa asicuayan e e aza sicuayan inia tjengelay aravac a ramaljemaljeng a patjevuta ta vutevutan ui,"In the old days, elders didn't like to show their calves."
nu kemun paʼamazamaza a sinikun na sicuayan,"When I used to wear a skirt, I'd pull my skirt up here."
sa cacavu a tjaiteku,And then there's the footlocker underneath.
sa inia ui a patjevuta ta vai ta vutevutan,I don't want to show my calves.
nu aza ʼaʼedrian a kakedrikedrian anan nanguaq saʼamaya,As long as they're young.
ljakua a na izuanga tja cavilj,But as long as they're old.
nu na puceʼeljanga tjen irivu a ramaljemaljeng taza natjevuta a tja vutevutan,"If we're married and show our calves, our elders will criticize us."
nu pacaciʼeciʼel tjen a sicuayan sa avan azua tjasicacavucavu saʼamaya,That's why we have to wear footwear when we move around.
a nu salasainuinu itjen ui,When we're busy
asicuayan maljia itjumaq a,"In the old days, even at home."
maljia izainu nacemacavu a ramaljemaljeng saʼamaya a sicuayan ui,The elders always wear footwear wherever they go.
nu pacaciʼeciʼel,During the event
nu vai a mavavua,When I go to the field.
nu vai a tjaqalja auta ui,Or when visiting other tribes.
a sicuayan aza ia puvaivai a mazelje a mapairang a sicuayan,Because people in the old days didn't come down here.
maljia vai a salasainuinu na cemacavu,"Wherever you go, you have to bring footwear."
sa nu tjemelju ta nu tjaljuzua ta pana,If you have to wade across the water to get to the river.
sa tjemelju,And then you have to wade through the water.
semu cacavu a ramaljemaljeng,The elders will take off the footlocker.
sa zangeqan a cacavu ui,And then you put the ankle holster around your neck.
nu pinavavengetj,If it's tied up.
sa nu tjeljaving ta za pana,After crossing the river.
nu na tjemelju e cemacavu a paciʼel a ramaljemaljeng,"If you've ever been with a senior, you'll bring the footwear back immediately."
nu a sivavua auta,If there's a time to go to the field.
nu mangetjez i pana auta,And then we went to the river.
